npa_id,create_date,cycle_time,created_day_of_week,created_month,created_year,days_before_effective_date,orders_last_week,has_run_payroll,sic_code,tax_payer_type,taxable_as_scorp,wc_status,state,count_work_states,days_after_joined_gusto,days_after_est_founding,count_policies,count_carriers,count_medical_carriers,medical_carrier,dental_carrier,contains_long_tail_carrier,has_dental,has_vision,has_lidi,hsa_selected,has_fsa_dca,active_employees,eligible_employees,primary_payroll_admin_age,has_integrations,failed_filing_last_12_month,growth_rate_last_year,had_previous_payroll_provider,months_from_join_date,user_provided_industry,industry_classification,invoice_count,last_month_subscription_revenue,number_of_eins,multi_ein,count_address_changes_last_year,number_of_employees_logging_in_last_month,number_of_employee_logins_last_month,number_of_terminations_last_month,number_of_payroll_employees_last_month,estimated_annual_income_per_employee_last_month,has_active_workers_comp,running_total_number_of_benefits_care_cases,running_total_number_of_payroll_care_cases,running_total_number_of_cases,running_total_number_of_emails,running_total_number_of_irs_notice_reasons,amendments_last_12_month,number_of_admin_failed_logins,number_of_calls_last_month,number_of_chats_last_month,product_plan,time_to_onboard_in_days,time_to_first_payroll_in_days,prev_company_suspension,ee_average_age,count_ee_twenty_six_and_over_in_last_year,count_ee_under_twenty_six_in_last_year,count_single_employees_in_last_year,count_non_single_employees_in_last_year,count_ee_commuter_in_last_year,count_ee_home_states_in_last_year,count_ee_work_states_in_last_year,count_ee_work_home_state_diff_in_last_year,count_ee_more_than_1_job_in_last_year,count_ee_terminations_in_last_year,count_ee_touchpoints_in_last_year,count_ee_hires_in_last_year,count_401k_ees_in_last_year,count_529_ees_in_last_year,change_in_number_of_hires_last_month,change_in_number_of_termination_last_month,change_in_number_of_ee_logins_last_month,change_in_number_of_calls_last_month,change_in_number_of_admin_logins_last_month,change_in_estimated_annual_income_per_employee_last_month,selected_medical_base_tier,start_date_changed,deadline_override
47432,2020-11-13 17:27,35820.36,5.0,11.0,2020.0,-49,159,1,6411,LLC,1,no_policy,MO,1,543,1412,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,6,5,5,0,0,0.2,1,17,Finance   Insurance,Desk,17,111.0,0,0,1,6,79,1,6,62101.08,0,0,4,9,4,0,0,4,2,1,complete,10,16,0,33.7727272727273,36,8,14,12,0,1,1,0,0,2,10,2,0,0,-1,1,21,2,45,12943.4,silver,0,0
43714,2020-10-13 06:00,31640.08,4.0,10.0,2020.0,-33,164,1,7379,C-Corporation,0,no_policy,CA,1,21,28,4,3,1,Anthem Blue Cross,Guardian,0,1,1,0,0,0,2,2,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,5,8,0,40.0,2,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,gold,0,0
41383,2020-09-24 08:00,52052.91,5.0,9.0,2020.0,-37,135,1,6719,Limited partnership,0,has_zp_policy,NY,5,31,24,4,2,1,Oxford Health Plan (UnitedHealthcare),Guardian,0,1,1,1,0,0,6,6,,0,0,0.0,0,0,Finance   Insurance,Desk,0,0.0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,28,30,0,38.0,3,0,0,3,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0.0,platinum,0,0
51124,2020-12-28 23:34,47495.53,3.0,1.0,2021.0,-26,175,1,5999,LLC,0,has_zp_policy,AZ,3,9,2138,7,2,1,UnitedHealthcare,Beam,0,1,0,0,0,0,25,15,,0,0,0.0,0,-1,Retail,POS,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,17,18,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
37374,2020-07-07 21:24,122634.83,3.0,7.0,2020.0,-64,90,1,5999,LLC,1,has_zp_policy,CA,1,488,964,4,2,1,Kaiser Permanente,Guardian,0,1,0,0,0,0,3,2,31,0,0,0.0,0,14,Retail,POS,14,51.0,0,0,1,3,16,0,2,219999.52,0,0,0,7,2,0,0,1,0,0,core,26,35,0,28.8947368421053,18,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,-2,-77399.92,silver,1,0
41017,2020-09-15 21:10,35832.21,4.0,1.0,2021.0,-46,122,1,7371,S-Corporation,1,no_policy,AZ,1,156,3379,5,3,1,UnitedHealthcare,Beam,0,1,1,0,0,0,2,2,35,1,0,0.0,0,0,Technology,Desk,4,57.0,0,0,1,0,0,0,2,80000.16,0,0,0,0,0,0,0,0,0,0,core,35,42,0,37.5,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,0
53813,2021-02-08 17:32,33118.95,1.0,2.0,2021.0,-38,110,1,5419,S-Corporation,1,no_policy,CA,1,20,52,1,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,1,1,,0,0,0.0,0,0,Education,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,2,24,0,53.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
40722,2020-09-11 02:06,45042.26,5.0,9.0,2020.0,-51,134,1,6282,LLC,1,has_zp_policy,MD,4,1472,2102,3,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,5,4,39,1,0,0.3333333333333333,0,47,Finance   Insurance,Desk,47,63.0,0,0,1,2,5,0,4,0.0,1,0,10,14,6,0,0,0,0,0,core,9,41,0,37.0,78,0,36,30,0,3,1,42,0,2,4,6,42,0,0,0,2,0,3,-151052.52,silver,0,0
47845,2020-11-04 21:09,83840.45,2.0,11.0,2020.0,-45,239,1,6411,Sole proprietor,0,external_policy,TX,1,13,6347,5,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,5,4,,0,0,0.0,0,-2,Finance   Insurance,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,1,72,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,0
42746,2020-10-06 18:50,40138.18,4.0,11.0,2020.0,-50,159,1,7374,C-Corporation,0,has_zp_policy,CA,3,46,526,1,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,3,3,31,0,0,0.0,0,0,Technology,Desk,1,57.0,0,0,0,0,0,0,3,359999.64,1,0,0,0,0,0,0,2,0,0,core,1,8,0,35.6666666666667,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
52576,2021-01-19 21:44,41276.5,3.0,1.0,2021.0,-33,156,1,7389,C-Corporation,0,has_zp_policy,CA,1,55,1884,6,2,1,Kaiser Permanente,Guardian,0,1,1,1,0,0,3,3,,0,0,0.0,0,0,Professional Services,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,0,43,0,52.0,4,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,silver,0,1
56617,2021-03-25 20:59,27143.76,4.0,3.0,2021.0,-7,133,1,8021,LLC,1,has_zp_policy,NY,1,835,4832,1,1,1,Oxford Health Plan (UnitedHealthcare),no_dental_carrier,0,0,0,0,0,0,6,5,46,1,0,-0.125,1,26,Healthcare   Social Assistance,Desk,26,141.0,0,0,1,8,102,1,7,68857.5457,1,0,26,82,33,0,0,1,7,0,complete,27,38,0,37.1754385964912,57,0,55,2,0,1,1,0,0,3,15,3,53,0,1,1,-9,4,0,2440.0257,silver,0,1
54015,2021-02-08 22:05,28439.38,6.0,2.0,2021.0,-40,79,1,3999,LLC,0,has_zp_policy,OR,1,1502,1511,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,3,3,,0,0,0.0,0,0,Manufacturing,Non-Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,1485,1499,0,38.3333333333333,3,0,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,platinum,0,0
52953,2020-12-29 18:52,123381.21,3.0,1.0,2021.0,-33,156,1,7299,LLC,0,has_zp_policy,TX,7,38,39,5,2,1,UnitedHealthcare,Beam,0,1,1,0,0,0,7,7,,0,0,0.0,0,-3,Communications,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,68,85,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
40298,2020-09-03 16:32,84950.38,5.0,9.0,2020.0,-58,102,1,8721,S-Corporation,1,has_zp_policy,IN,5,32,3899,3,2,1,Anthem Blue Cross,Guardian,0,1,1,0,0,0,5,5,44,0,0,0.0,1,0,Professional Services,Desk,1,0.0,0,0,2,7,18,1,6,90409.7025,0,0,0,6,6,0,0,0,0,0,complete,30,30,0,45.0,12,0,2,10,0,2,3,0,0,2,0,0,6,0,0,0,0,0,0,0.0,silver,0,0
47051,2020-10-26 13:56,123495.53,3.0,11.0,2020.0,-51,159,1,8111,Sole proprietor,0,no_policy,WA,2,227,454,3,2,1,UnitedHealthcare,Guardian,0,1,0,1,0,0,2,2,46,0,0,0.0,0,6,Professional Services,Desk,7,51.0,0,0,0,0,0,0,1,229999.92,0,0,1,2,1,0,0,1,0,0,core,16,31,0,34.8181818181818,33,0,0,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,114999.96,platinum,0,0
37287,2020-07-12 07:04,31358.76,2.0,7.0,2020.0,-18,87,1,7373,LLC,0,has_zp_policy,DE,1,95,8,5,2,1,Anthem Blue Cross,Guardian,0,1,1,1,0,0,2,2,,0,0,0.0,0,0,Professional Services,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,98,112,0,37.5,2,0,0,2,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0.0,platinum,0,1
45422,2020-10-27 17:45,51539.48,4.0,11.0,2020.0,-43,239,1,7336,S-Corporation,1,has_zp_policy,OR,1,416,688,6,2,1,Regence,Guardian,0,1,1,1,0,0,4,4,29,1,0,1.5714285714285714,0,12,Technology,Desk,13,147.0,0,0,1,3,11,0,4,119799.99,0,0,1,3,2,0,0,4,0,0,core,91,22,1,39.6764705882353,34,0,13,4,0,1,1,0,0,1,0,1,25,0,0,0,7,0,50,1200.0,silver,0,0
50305,2020-12-09 06:03,68572.08,3.0,12.0,2020.0,-47,148,1,5199,LLC,1,has_zp_policy,AZ,3,9,2329,4,2,1,Blue Cross Blue Shield,no_dental_carrier,0,0,1,0,0,0,3,3,,0,0,0.0,0,-1,Communications,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,2,32,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
47758,2020-11-16 23:38,44175.58,5.0,11.0,2020.0,-42,239,1,5941,LLC,0,no_policy,TX,1,119,552,5,2,1,Blue Cross Blue Shield,Guardian,0,1,0,0,0,0,9,5,24,0,0,0.0,1,3,Retail,POS,3,99.0,0,0,1,2,7,0,9,50131.6511,0,0,0,1,0,0,0,6,0,1,core,7,14,0,29.6944444444444,18,18,26,10,0,1,1,0,0,2,0,5,0,0,1,0,3,0,9,14062.6836,silver,0,0
53433,2020-12-13 06:03,47595.41,3.0,2.0,2021.0,-26,153,1,7374,C-Corporation,0,eligible_for_renewal,TX,1,54,2,8,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,5,5,,0,0,0.0,0,-2,Retail,POS,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,7,63,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,1
55702,2021-03-09 02:04,37602.6,3.0,3.0,2021.0,-31,114,1,7374,C-Corporation,0,no_policy,NY,3,405,303,5,2,1,Empire Blue Cross and Blue Shield,Guardian,0,1,1,1,0,0,2,2,45,0,0,0.0,0,11,Technology,Desk,11,47.0,0,0,2,1,1,0,0,0.0,0,0,0,5,1,0,0,0,0,0,core,112,56,0,26.2,1,4,4,1,0,2,3,0,0,2,0,1,0,0,0,0,1,0,1,0.0,platinum,0,0
47279,2020-11-12 18:36,33277.81,2.0,11.0,2020.0,-45,239,1,7991,Non-Profit,0,has_zp_policy,CA,1,903,3235,2,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,9,2,36,0,0,-0.2,1,29,Healthcare   Social Assistance,Desk,30,135.0,0,0,1,3,7,0,8,47791.2825,1,0,3,8,7,0,0,0,0,0,complete,9,17,0,36.1724137931034,132,42,56,40,0,1,1,0,78,6,0,2,0,0,0,0,5,0,7,-25557.48,silver,0,0
53966,2021-02-08 21:55,18753.4,5.0,2.0,2021.0,-48,134,1,7371,C-Corporation,0,has_zp_policy,CA,1,11,11,3,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,1,1,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,1,11,0,29.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,gold,0,0
49035,2020-11-10 18:42,88993.05,4.0,1.0,2021.0,-77,122,1,7389,Non-Profit,0,external_policy,MN,1,65,10,1,1,1,HealthPartners,no_dental_carrier,0,0,0,0,1,0,3,2,,0,0,0.0,0,-2,Education,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,14,57,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,1,1
51962,2021-01-10 19:49,49755.05,5.0,1.0,2021.0,-38,124,1,7379,LLC,0,has_zp_policy,IL,1,487,3706,4,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,2,2,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,474,480,0,33.0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
37560,2020-06-17 17:26,59406.21,2.0,7.0,2020.0,-49,87,1,8748,Sole proprietor,0,has_zp_policy,TX,1,47,195,7,3,1,Blue Cross Blue Shield,Guardian,0,1,1,1,0,0,2,2,,0,0,0.0,0,-2,Professional Services,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,41,78,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
45141,2020-10-27 18:22,80562.68,2.0,10.0,2020.0,-66,164,1,5999,Sole proprietor,0,no_policy,TN,1,2122,2491,3,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,16,15,45,1,0,0.07142857142857142,1,69,Personal Services,POS,69,129.0,0,0,2,9,39,0,15,217499.2906,0,0,8,9,3,0,0,0,0,0,core,2,9,0,29.1338028169014,111,31,65,23,0,1,1,0,0,4,0,5,142,0,-1,0,3,0,1,-884.8667,silver,0,1
47574,2020-11-15 23:08,41468.26,2.0,12.0,2020.0,-31,318,1,8711,C-Corporation,0,quoting,IL,2,132,216,5,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,7,6,32,0,0,0.0,0,3,Technology,Desk,4,221.0,0,0,2,5,27,0,6,104999.8733,0,0,0,9,2,0,0,0,2,0,concierge,7,16,0,30.9,20,0,20,0,0,1,2,0,0,0,0,3,0,0,-2,0,17,2,0,-56999.9387,silver,0,0
46104,2020-11-03 15:13,24033.65,2.0,11.0,2020.0,-38,498,1,4111,S-Corporation,1,no_policy,SC,1,665,1789,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,21,6,28,0,0,3.0,0,21,Transportation   Warehousing,Non-Desk,21,231.0,0,0,2,10,80,1,15,31195.0426,0,0,4,5,0,0,0,3,0,0,complete,0,7,0,22.5403225806452,27,97,97,9,0,1,1,0,0,8,2,12,0,0,-2,0,-44,0,-13,-5984.1286,silver,0,0
37245,2020-06-05 15:12,35951.55,1.0,7.0,2020.0,-26,100,1,8322,Non-Profit,0,no_policy,TX,1,62,127,7,2,1,Blue Cross Blue Shield,Guardian,0,1,1,1,0,0,3,3,,0,0,0.0,0,-1,Non-Profits   Associations,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,55,63,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
46108,2020-11-03 15:31,29109.81,2.0,11.0,2020.0,-59,251,1,7311,LLC,0,no_policy,TX,1,241,3227,3,1,1,Blue Cross Blue Shield,no_dental_carrier,0,0,0,0,0,0,6,6,37,0,0,0.0,0,7,Communications,Desk,7,75.0,0,0,1,2,18,0,6,75550.5833,0,0,1,6,2,0,0,0,0,0,core,30,38,0,34.0425531914894,47,0,18,17,0,1,1,0,0,0,6,1,0,0,0,0,4,0,4,-49072.66,silver,0,0
43012,2020-10-06 18:52,50197.9,1.0,12.0,2020.0,-42,185,1,8111,LLC,0,external_policy,NC,1,494,474,6,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,3,3,38,0,0,2.0,0,12,Professional Services,Desk,14,57.0,0,0,1,2,5,0,2,70000.08,0,0,3,5,0,0,0,0,0,0,core,36,47,0,38.8571428571429,21,0,7,9,0,1,1,0,0,1,0,2,18,0,0,0,3,0,-2,0.0,gold,0,0
38492,2020-08-04 19:08,61923.53,2.0,8.0,2020.0,-44,94,1,8011,C-Corporation,0,has_zp_policy,PA,2,848,951,3,2,1,Anthem Blue Cross,Guardian,0,1,1,0,0,0,7,7,35,1,0,-0.2222222222222222,0,27,Healthcare   Social Assistance,Desk,27,81.0,0,0,2,5,19,0,6,62662.47,1,0,53,75,26,0,0,3,2,0,core,11,25,0,29.5254237288136,47,12,11,3,0,1,2,0,0,3,51,4,59,1,1,0,1,1,6,-15502.37,platinum,0,0
41668,2020-09-29 13:59,21638.36,1.0,10.0,2020.0,-50,102,1,7378,LLC,1,no_policy,OH,1,2021,2052,3,2,1,UnitedHealthcare,Guardian,0,1,0,0,0,0,4,4,30,0,0,0.0,0,61,Technology,Desk,13,111.0,0,0,1,3,11,2,6,99403.616,0,0,6,12,4,0,0,1,1,0,complete,131,149,1,32.6274509803922,48,3,9,24,0,1,1,0,0,4,6,3,0,0,1,1,5,0,1,17701.6618,bronze,0,0
40074,2020-08-31 18:59,61902.63,1.0,8.0,2020.0,-31,102,1,7372,LLC,0,has_zp_policy,CA,4,41,49,4,2,1,UnitedHealthcare,Beam,0,1,1,1,0,0,4,4,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,24,28,0,39.5,2,0,1,1,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0.0,platinum,0,0
40972,2020-09-14 18:33,51512.68,1.0,11.0,2020.0,-39,498,1,8351,LLC,0,has_zp_policy,TX,1,73,70,6,2,1,Blue Cross Blue Shield,Guardian,0,1,1,1,0,0,5,3,41,1,0,0.0,0,-1,Healthcare   Social Assistance,Desk,1,51.0,0,0,1,2,14,0,2,184999.88,0,0,2,6,2,0,0,0,1,1,core,0,21,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,platinum,0,0
50847,2020-12-14 23:16,41803.58,4.0,12.0,2020.0,-32,75,1,8742,C-Corporation,0,external_policy,TX,1,31,15,5,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,2,2,,0,0,0.0,0,-1,Education,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,15,39,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
43446,2020-10-13 15:29,40148.41,2.0,10.0,2020.0,-42,149,1,7311,LLC,1,has_zp_policy,IL,2,1365,1117,3,2,1,Blue Cross Blue Shield,Guardian,0,1,0,1,0,0,4,2,50,0,0,0.0,0,36,Communications,Desk,36,87.0,0,0,1,4,31,0,4,91010.4,0,0,19,35,15,0,0,0,0,1,complete,260,268,0,35.8571428571429,11,10,16,0,0,1,1,0,0,0,15,3,0,0,2,0,24,0,20,-39226.72,silver,0,0
36655,2020-07-21 17:24,54430.21,5.0,12.0,2020.0,-28,318,1,6531,LLC,0,eligible_for_renewal,CA,1,722,703,3,1,1,Covered California,no_dental_carrier,0,0,0,0,0,0,1,1,39,0,0,-0.5,0,18,Real Estate,Desk,23,51.0,0,0,1,1,6,0,1,200000.16,0,0,1,40,39,0,0,0,0,0,complete,7,33,0,44.0833333333333,12,0,2,0,0,1,1,0,0,3,0,2,0,0,0,0,-1,0,1,0.0,silver,0,1
37249,2020-07-03 03:10,93948.35,1.0,7.0,2020.0,-57,100,1,5812,S-Corporation,1,has_zp_policy,CA,1,19,19,5,3,1,Blue Shield of California,Guardian,0,1,1,0,0,0,30,25,,0,0,0.0,0,0,Food   Beverage,POS,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,20,21,0,27.84,18,7,20,5,0,1,1,0,1,2,4,18,0,0,0,0,0,0,0,0.0,bronze,0,0
48427,2020-10-20 19:24,28549.88,3.0,11.0,2020.0,-37,498,1,7231,S-Corporation,1,has_zp_policy,VA,1,218,1790,4,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,29,20,43,0,0,0.0,1,4,Personal Services,POS,5,447.0,0,0,3,28,253,2,33,36361.1103,0,0,3,8,4,0,0,0,0,0,complete,36,41,0,29.2635135135135,96,52,103,44,0,1,1,0,54,13,0,39,0,0,-4,0,-60,0,-10,-11935.7393,silver,0,1
47588,2020-11-13 21:16,40437.7,2.0,11.0,2020.0,-45,239,1,7371,C-Corporation,0,has_zp_policy,DE,4,145,127,6,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,2,2,27,1,0,0.0,0,4,Technology,Desk,4,63.0,0,0,4,1,2,0,2,180000.0,1,0,7,15,13,0,0,4,0,0,complete,18,22,0,25.875,3,5,0,8,0,2,2,0,0,0,0,2,0,0,-1,0,0,0,86,17846.16,silver,0,0
47506,2020-11-13 21:55,58831.43,5.0,11.0,2020.0,-42,239,1,5961,S-Corporation,1,quoting,WA,2,1715,1725,5,2,1,Regence,Guardian,0,1,1,0,0,0,7,7,38,1,0,0.0,0,55,Professional Services,Desk,55,183.0,0,0,1,6,23,0,7,217892.1428,0,0,27,36,23,0,0,0,0,0,complete,11,21,0,32.327868852459,61,0,27,14,0,2,2,0,0,0,0,1,28,0,0,0,9,0,-4,152020.7143,bronze,0,0
51744,2020-12-31 07:03,99304.81,2.0,1.0,2021.0,-72,124,1,8711,C-Corporation,0,no_policy,WA,1,21,15,6,2,1,Regence,Guardian,0,1,1,0,0,0,5,5,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,7,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
41390,2020-09-15 22:28,40376.96,5.0,10.0,2020.0,-39,149,1,8742,LLC,0,eligible_for_renewal,NY,1,1240,1912,3,2,1,Empire Blue Cross and Blue Shield,Guardian,0,1,1,0,0,0,2,2,,0,0,0.0,0,-1,Communications,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,1202,1247,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
40946,2020-07-22 01:23,42203.98,3.0,9.0,2020.0,-39,135,1,7372,C-Corporation,0,has_zp_policy,MA,2,64,53,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,2,2,28,0,0,0.0,0,-1,Technology,Desk,1,57.0,0,0,0,1,0,0,1,159999.84,0,0,0,1,1,0,0,4,0,0,core,13,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
56872,2021-03-30 17:03,43092.65,2.0,3.0,2021.0,-32,114,1,7299,LLC,0,has_zp_policy,CA,1,924,1915,5,2,1,Kaiser Permanente,Guardian,0,1,1,0,0,0,9,7,37,1,0,0.0,1,30,Personal Services,POS,30,189.0,0,0,2,7,185,1,9,96255.77,1,0,0,7,5,0,0,4,1,0,complete,9,10,0,29.7532467532468,116,38,118,36,0,1,1,0,0,18,0,22,114,0,1,1,-32,1,31,-31971.7775,silver,0,0
41165,2020-09-18 13:33,23162.08,1.0,9.0,2020.0,-41,135,1,8721,S-Corporation,1,no_policy,TX,1,885,1238,6,3,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,2,2,38,0,0,0.0,1,28,Professional Services,Desk,28,0.0,0,0,2,2,41,0,2,140000.16,0,0,1,1,0,0,0,0,0,0,complete,3,20,0,32.6923076923077,9,4,4,3,0,1,1,0,0,0,22,1,0,0,0,0,1,0,-4,0.0,gold,0,0
39351,2020-08-18 15:44,90590.2,2.0,8.0,2020.0,-14,94,1,7372,C-Corporation,0,has_zp_policy,GA,4,56,64,2,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,2,2,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,52,58,0,25.0,1,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,gold,0,1
41013,2020-09-15 00:50,54850.73,5.0,9.0,2020.0,-44,69,1,6732,Non-Profit,0,has_zp_policy,CA,1,70,79,3,2,1,Kaiser Permanente,Guardian,0,1,1,0,0,0,3,2,46,0,0,0.0,0,2,Non-Profits   Associations,Desk,2,0.0,0,0,2,0,0,0,1,29080.8,0,0,1,6,3,0,0,0,1,0,core,0,21,0,25.6,3,2,5,0,0,1,1,0,0,0,0,3,0,0,-1,0,-1,-1,-4,29080.8,bronze,0,0
43436,2020-10-12 23:28,59207.0,3.0,10.0,2020.0,-48,102,1,7373,C-Corporation,0,has_zp_policy,CA,1,863,863,5,2,1,Covered California,Guardian,0,1,1,0,0,0,3,3,23,1,0,0.3333333333333333,0,28,Technology,Desk,28,63.0,0,0,1,1,3,0,3,72000.0,1,0,0,1,1,0,0,1,0,0,core,12,25,0,22.4090909090909,0,22,12,0,0,1,1,0,0,1,7,2,0,0,-1,0,0,0,23,0.0,platinum,0,0
40904,2020-08-04 22:02,161188.48,3.0,9.0,2020.0,-46,69,1,7372,C-Corporation,0,no_policy,WA,1,71,7723,4,2,1,Regence,no_dental_carrier,0,0,1,2,0,0,30,27,,0,0,0.0,0,-2,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,94,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,platinum,0,0
48012,2020-11-17 19:42,28795.03,3.0,1.0,2021.0,-40,124,1,8999,S-Corporation,1,no_policy,TX,1,558,568,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,1,1,44,0,0,0.0,0,15,Healthcare   Social Assistance,Desk,17,45.0,0,0,0,1,8,0,1,250000.4,0,0,0,4,3,2,0,0,0,0,core,6,21,0,43.5555555555556,9,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,50000.08,silver,0,0
